0,1001,2022-02-21,08:00:35,31.9,Cole,1
1,4001,2022-02-21,08:01:10,14.03,Cole,4
2,3001,2022-02-21,08:01:45,41.790000000000006,Logan,3
3,2001,2022-02-21,08:02:20,52.92,Logan,2
4,1002,2022-02-21,08:02:55,23.43,Prof Ritchie,1
5,3002,2022-02-21,08:03:30,53.089999999999996,Prof Ritchie,3
6,4002,2022-02-21,08:04:05,64.78,Weston,4
7,1003,2022-02-21,08:04:40,7.21,Weston,1
8,2002,2022-02-21,08:05:15,45.21000000000001,Logan,2
9,1004,2022-02-21,08:05:50,23.32,Prof Ritchie,1
10,1005,2022-02-21,08:06:25,31.64,Ryan,1
11,1006,2022-02-21,08:07:00,30.1,Ryan,1
12,2003,2022-02-21,08:07:35,28.279999999999998,Logan,2
13,2004,2022-02-21,08:08:10,12.72,Weston,2
14,4003,2022-02-21,08:08:45,13.85,Ryan,4
15,4004,2022-02-21,08:09:20,40.25,Cole,4
16,1007,2022-02-21,08:09:55,20.58,Logan,1
17,3003,2022-02-21,08:10:30,19.48,Cole,3
18,1008,2022-02-21,08:11:05,6.58,Prof Ritchie,1
19,4005,2022-02-21,08:11:40,31.64,Ryan,4
20,3004,2022-02-21,08:12:15,49.41,Logan,3
21,3005,2022-02-21,08:12:50,14.280000000000001,Weston,3
22,1009,2022-02-21,08:13:25,16.990000000000002,Ryan,1
23,2005,2022-02-21,08:14:00,1.81,Logan,2
24,2006,2022-02-21,08:14:35,15.24,Weston,2
25,2007,2022-02-21,08:15:10,20.880000000000003,Weston,2
26,1010,2022-02-21,08:15:45,19.35,Logan,1
27,2008,2022-02-21,08:16:20,27.88,Prof Ritchie,2
28,4006,2022-02-21,08:16:55,5.13,Ryan,4
29,3006,2022-02-21,08:17:30,31.65,Weston,3
30,4007,2022-02-21,08:18:05,27.52,Cole,4
31,1011,2022-02-21,08:18:40,33.3,Weston,1
32,2009,2022-02-21,08:19:15,5.43,Cole,2
33,3007,2022-02-21,08:19:50,8.6,Logan,3
34,1012,2022-02-21,08:20:25,16.96,Prof Ritchie,1
35,2010,2022-02-21,08:21:00,30.91,Logan,2
36,2011,2022-02-21,08:21:35,3.5999999999999996,Weston,2
37,1013,2022-02-21,08:22:10,44.11,Cole,1
38,2012,2022-02-21,08:22:45,37.019999999999996,Logan,2
39,4008,2022-02-21,08:23:20,30.18,Logan,4
40,4009,2022-02-21,08:23:55,8.74,Logan,4
41,1014,2022-02-21,08:24:30,52.82000000000001,Ryan,1
42,1015,2022-02-21,08:25:05,33.33,Prof Ritchie,1
43,4010,2022-02-21,08:25:40,50.14,Weston,4
44,3008,2022-02-21,08:26:15,3.8600000000000003,Prof Ritchie,3
45,4011,2022-02-21,08:26:50,18.75,Ryan,4
46,1016,2022-02-21,08:27:25,37.35,Prof Ritchie,1
47,2013,2022-02-21,08:28:00,41.51,Ryan,2
48,4012,2022-02-21,08:28:35,40.18000000000001,Weston,4
49,4013,2022-02-21,08:29:10,49.06,Prof Ritchie,4
50,2014,2022-02-21,08:29:45,27.54,Logan,2
51,2015,2022-02-21,08:30:20,7.47,Ryan,2
52,4014,2022-02-21,08:30:55,17.65,Cole,4
53,2016,2022-02-21,08:31:30,62.19,Prof Ritchie,2
54,4015,2022-02-21,08:32:05,43.150000000000006,Ryan,4
55,3009,2022-02-21,08:32:40,56.410000000000004,Prof Ritchie,3
56,1017,2022-02-21,08:33:15,12.72,Weston,1
57,3010,2022-02-21,08:33:50,26.59,Cole,3
58,2017,2022-02-21,08:34:25,53.330000000000005,Logan,2
59,4016,2022-02-21,08:35:00,9.45,Ryan,4
60,4017,2022-02-21,08:35:35,41.5,Logan,4
61,4018,2022-02-21,08:36:10,2.04,Cole,4
62,2018,2022-02-21,08:36:45,14.920000000000002,Prof Ritchie,2
63,1018,2022-02-21,08:37:20,53.730000000000004,Ryan,1
64,1019,2022-02-21,08:37:55,6.109999999999999,Prof Ritchie,1
65,3011,2022-02-21,08:38:30,74.75999999999999,Logan,3
66,4019,2022-02-21,08:39:05,78.76,Weston,4
67,3012,2022-02-21,08:39:40,49.66,Prof Ritchie,3
68,2019,2022-02-21,08:40:15,45.019999999999996,Prof Ritchie,2
69,3013,2022-02-21,08:40:50,5.45,Cole,3
70,1020,2022-02-21,08:41:25,50.2,Prof Ritchie,1
71,2020,2022-02-21,08:42:00,8.55,Cole,2
72,3014,2022-02-21,08:42:35,2.94,Weston,3
73,4020,2022-02-21,08:43:10,70.21,Logan,4
74,1021,2022-02-21,08:43:45,20.919999999999998,Prof Ritchie,1
75,4021,2022-02-21,08:44:20,2.62,Logan,4
76,2021,2022-02-21,08:44:55,75.94,Prof Ritchie,2
77,3015,2022-02-21,08:45:30,101.16,Ryan,3
78,4022,2022-02-21,08:46:05,58.19,Weston,4
79,1022,2022-02-21,08:46:40,51.52,Logan,1
80,2022,2022-02-21,08:47:15,45.379999999999995,Prof Ritchie,2
81,4023,2022-02-21,08:47:50,59.5,Cole,4
82,1023,2022-02-21,08:48:25,64.97999999999999,Cole,1
83,4024,2022-02-21,08:49:00,10.8,Cole,4
84,3016,2022-02-21,08:49:35,43.89,Ryan,3
85,1024,2022-02-21,08:50:10,33.58,Ryan,1
86,1025,2022-02-21,08:50:45,33.699999999999996,Prof Ritchie,1
87,3017,2022-02-21,08:51:20,35.68,Ryan,3
88,3018,2022-02-21,08:51:55,70.3,Ryan,3
89,4025,2022-02-21,08:52:30,71.92999999999999,Logan,4
90,3019,2022-02-21,08:53:05,84.93,Logan,3
91,3020,2022-02-21,08:53:40,37.28,Prof Ritchie,3
92,4026,2022-02-21,08:54:15,29.68,Weston,4
93,1026,2022-02-21,08:54:50,13.04,Logan,1
94,3021,2022-02-21,08:55:25,30.44,Ryan,3
95,1027,2022-02-21,08:56:00,7.35,Logan,1
96,4027,2022-02-21,08:56:35,75.84,Logan,4
97,1028,2022-02-21,08:57:10,17.43,Cole,1
98,1029,2022-02-21,08:57:45,43.45,Cole,1
99,2023,2022-02-21,08:58:20,21.51,Logan,2
100,1030,2022-02-21,08:58:55,4.37,Logan,1
101,4028,2022-02-21,08:59:30,11.94,Logan,4
102,3022,2022-02-21,09:00:05,14.09,Cole,3
103,3023,2022-02-21,09:00:40,20.490000000000002,Cole,3
104,1031,2022-02-21,09:01:15,7.32,Ryan,1
105,4029,2022-02-21,09:01:50,91.13,Prof Ritchie,4
106,1032,2022-02-21,09:02:25,45.809999999999995,Prof Ritchie,1
107,2024,2022-02-22,08:00:35,42.82,Ryan,2
108,3024,2022-02-22,08:01:10,35.84,Prof Ritchie,3
109,2025,2022-02-22,08:01:45,44.37,Cole,2
110,2026,2022-02-22,08:02:20,37.89,Prof Ritchie,2
111,1033,2022-02-22,08:02:55,51.53,Ryan,1
112,4030,2022-02-22,08:03:30,71.96,Weston,4
113,3025,2022-02-22,08:04:05,42.21,Prof Ritchie,3
114,4031,2022-02-22,08:04:40,40.239999999999995,Ryan,4
115,2027,2022-02-22,08:05:15,23.23,Ryan,2
116,2028,2022-02-22,08:05:50,26.68,Prof Ritchie,2
117,4032,2022-02-22,08:06:25,47.45,Weston,4
118,2029,2022-02-22,08:07:00,31.64,Cole,2
119,1034,2022-02-22,08:07:35,48.510000000000005,Prof Ritchie,1
120,1035,2022-02-22,08:08:10,81.02,Weston,1
121,1036,2022-02-22,08:08:45,20.97,Ryan,1
